material_id,formula,cif_path,atomic_numbers,electronegativity,group,period,atomic_radius,formation_energy
mp-861724,Ac2AgIr,dataset/cif_files/mp-861724.cif,"[89, 89, 47, 77]","[1.1, 1.1, 1.93, 2.2]","[3, 3, 11, 9]","[7, 7, 5, 6]","[1.95, 1.95, 1.6, 1.35]",-0.413285238
mp-1183076,Ac2AgPb,dataset/cif_files/mp-1183076.cif,"[89, 89, 47, 82]","[1.1, 1.1, 1.93, 2.33]","[3, 3, 11, 14]","[7, 7, 5, 6]","[1.95, 1.95, 1.6, 1.8]",-0.480278043
mp-1183068,Ac2CdGa,dataset/cif_files/mp-1183068.cif,"[89, 89, 48, 31]","[1.1, 1.1, 1.69, 1.81]","[3, 3, 12, 13]","[7, 7, 5, 4]","[1.95, 1.95, 1.55, 1.3]",-0.402831249
mp-1183086,Ac2CdHg,dataset/cif_files/mp-1183086.cif,"[89, 89, 48, 80]","[1.1, 1.1, 1.69, 2]","[3, 3, 12, 12]","[7, 7, 5, 6]","[1.95, 1.95, 1.55, 1.5]",-0.433682351
mp-862319,Ac2CdSn,dataset/cif_files/mp-862319.cif,"[89, 89, 48, 50]","[1.1, 1.1, 1.69, 1.96]","[3, 3, 12, 14]","[7, 7, 5, 5]","[1.95, 1.95, 1.55, 1.45]",-0.542653949
mp-861883,Ac2CuIr,dataset/cif_files/mp-861883.cif,"[89, 89, 29, 77]","[1.1, 1.1, 1.9, 2.2]","[3, 3, 11, 9]","[7, 7, 4, 6]","[1.95, 1.95, 1.35, 1.35]",-0.342298746
mp-1183120,Ac2CuRu,dataset/cif_files/mp-1183120.cif,"[89, 89, 29, 44]","[1.1, 1.1, 1.9, 2.2]","[3, 3, 11, 8]","[7, 7, 4, 5]","[1.95, 1.95, 1.35, 1.3]",-0.016838317
mp-865470,Ac2CuSn,dataset/cif_files/mp-865470.cif,"[89, 89, 29, 50]","[1.1, 1.1, 1.9, 1.96]","[3, 3, 11, 14]","[7, 7, 4, 5]","[1.95, 1.95, 1.35, 1.45]",-0.374531716
mp-862683,Ac2GaCu,dataset/cif_files/mp-862683.cif,"[89, 89, 31, 29]","[1.1, 1.1, 1.81, 1.9]","[3, 3, 13, 11]","[7, 7, 4, 4]","[1.95, 1.95, 1.3, 1.35]",-0.287378449
mp-1183377,Ac2InGa,dataset/cif_files/mp-1183377.cif,"[89, 89, 49, 31]","[1.1, 1.1, 1.78, 1.81]","[3, 3, 13, 13]","[7, 7, 5, 4]","[1.95, 1.95, 1.55, 1.3]",-0.506067486
mp-865951,Ac2IrAu,dataset/cif_files/mp-865951.cif,"[89, 89, 77, 79]","[1.1, 1.1, 2.2, 2.54]","[3, 3, 9, 11]","[7, 7, 6, 6]","[1.95, 1.95, 1.35, 1.35]",-0.695376886
mp-866107,Ac2IrPd,dataset/cif_files/mp-866107.cif,"[89, 89, 77, 46]","[1.1, 1.1, 2.2, 2.2]","[3, 3, 9, 10]","[7, 7, 6, 5]","[1.95, 1.95, 1.35, 1.4]",-0.666397431
mp-1183093,Ac2IrRh,dataset/cif_files/mp-1183093.cif,"[89, 89, 77, 45]","[1.1, 1.1, 2.2, 2.28]","[3, 3, 9, 9]","[7, 7, 6, 5]","[1.95, 1.95, 1.35, 1.35]",-0.534733514
mp-1183074,Ac2MgGa,dataset/cif_files/mp-1183074.cif,"[89, 89, 12, 31]","[1.1, 1.1, 1.31, 1.81]","[3, 3, 2, 13]","[7, 7, 3, 4]","[1.95, 1.95, 1.5, 1.3]",-0.228840257
mp-1183078,Ac2MgPb,dataset/cif_files/mp-1183078.cif,"[89, 89, 12, 82]","[1.1, 1.1, 1.31, 2.33]","[3, 3, 2, 14]","[7, 7, 3, 6]","[1.95, 1.95, 1.5, 1.8]",-0.26746134
mp-866103,Ac2MgSn,dataset/cif_files/mp-866103.cif,"[89, 89, 12, 50]","[1.1, 1.1, 1.31, 1.96]","[3, 3, 2, 14]","[7, 7, 3, 5]","[1.95, 1.95, 1.5, 1.45]",-0.344917514
mp-1183079,Ac2MgTl,dataset/cif_files/mp-1183079.cif,"[89, 89, 12, 81]","[1.1, 1.1, 1.31, 1.62]","[3, 3, 2, 13]","[7, 7, 3, 6]","[1.95, 1.95, 1.5, 1.9]",-0.199245293
mp-862849,Ac2NiIr,dataset/cif_files/mp-862849.cif,"[89, 89, 28, 77]","[1.1, 1.1, 1.91, 2.2]","[3, 3, 10, 9]","[7, 7, 4, 6]","[1.95, 1.95, 1.35, 1.35]",-0.324698736
mp-864795,Ac2SnHg,dataset/cif_files/mp-864795.cif,"[89, 89, 50, 80]","[1.1, 1.1, 1.96, 2]","[3, 3, 14, 12]","[7, 7, 5, 6]","[1.95, 1.95, 1.45, 1.5]",-0.645805788
mp-1183072,Ac2TlCd,dataset/cif_files/mp-1183072.cif,"[89, 89, 81, 48]","[1.1, 1.1, 1.62, 1.69]","[3, 3, 13, 12]","[7, 7, 6, 5]","[1.95, 1.95, 1.9, 1.55]",-0.407012381
mp-1183073,Ac2TlIn,dataset/cif_files/mp-1183073.cif,"[89, 89, 81, 49]","[1.1, 1.1, 1.62, 1.78]","[3, 3, 13, 13]","[7, 7, 6, 5]","[1.95, 1.95, 1.9, 1.55]",-0.513242464
mp-1183070,Ac2TlSn,dataset/cif_files/mp-1183070.cif,"[89, 89, 81, 50]","[1.1, 1.1, 1.62, 1.96]","[3, 3, 13, 14]","[7, 7, 6, 5]","[1.95, 1.95, 1.9, 1.45]",-0.570140636
mp-1183077,Ac2YbMg,dataset/cif_files/mp-1183077.cif,"[89, 89, 70, 12]","[1.1, 1.1, 1.1, 1.31]","[3, 3, 3, 2]","[7, 7, 6, 3]","[1.95, 1.95, 1.75, 1.5]",0.024890391
mp-1183066,Ac2ZnAu,dataset/cif_files/mp-1183066.cif,"[89, 89, 30, 79]","[1.1, 1.1, 1.65, 2.54]","[3, 3, 12, 11]","[7, 7, 4, 6]","[1.95, 1.95, 1.35, 1.35]",-0.542450432
mp-865535,Ac2ZnGa,dataset/cif_files/mp-865535.cif,"[89, 89, 30, 31]","[1.1, 1.1, 1.65, 1.81]","[3, 3, 12, 13]","[7, 7, 4, 4]","[1.95, 1.95, 1.35, 1.3]",-0.378247717
mp-1183067,Ac2ZnHg,dataset/cif_files/mp-1183067.cif,"[89, 89, 30, 80]","[1.1, 1.1, 1.65, 2]","[3, 3, 12, 12]","[7, 7, 4, 6]","[1.95, 1.95, 1.35, 1.5]",-0.384465557
mp-1183106,Ac2ZnIn,dataset/cif_files/mp-1183106.cif,"[89, 89, 30, 49]","[1.1, 1.1, 1.65, 1.78]","[3, 3, 12, 13]","[7, 7, 4, 5]","[1.95, 1.95, 1.35, 1.55]",-0.385861482
mp-865398,Ac2ZnIr,dataset/cif_files/mp-865398.cif,"[89, 89, 30, 77]","[1.1, 1.1, 1.65, 2.2]","[3, 3, 12, 9]","[7, 7, 4, 6]","[1.95, 1.95, 1.35, 1.35]",-0.414113235
mp-1183061,Ac2ZnSn,dataset/cif_files/mp-1183061.cif,"[89, 89, 30, 50]","[1.1, 1.1, 1.65, 1.96]","[3, 3, 12, 14]","[7, 7, 4, 5]","[1.95, 1.95, 1.35, 1.45]",-0.491821567
mp-1183065,AcAg2Pb,dataset/cif_files/mp-1183065.cif,"[89, 47, 47, 82]","[1.1, 1.93, 1.93, 2.33]","[3, 11, 11, 14]","[7, 5, 5, 6]","[1.95, 1.6, 1.6, 1.8]",-0.311332194
mp-862890,AcAg2Sn,dataset/cif_files/mp-862890.cif,"[89, 47, 47, 50]","[1.1, 1.93, 1.93, 1.96]","[3, 11, 11, 14]","[7, 5, 5, 5]","[1.95, 1.6, 1.6, 1.45]",-0.356571924
mp-862972,AcAgAu2,dataset/cif_files/mp-862972.cif,"[89, 47, 79, 79]","[1.1, 1.93, 2.54, 2.54]","[3, 11, 11, 11]","[7, 5, 6, 6]","[1.95, 1.6, 1.35, 1.35]",-0.602281896
mp-862873,AcAgHg2,dataset/cif_files/mp-862873.cif,"[89, 47, 80, 80]","[1.1, 1.93, 2, 2]","[3, 11, 12, 12]","[7, 5, 6, 6]","[1.95, 1.6, 1.5, 1.5]",-0.398351831
mp-866016,AcBiAu2,dataset/cif_files/mp-866016.cif,"[89, 83, 79, 79]","[1.1, 2.02, 2.54, 2.54]","[3, 15, 11, 11]","[7, 6, 6, 6]","[1.95, 1.6, 1.35, 1.35]",-0.703839426
mp-867338,AcCdAg2,dataset/cif_files/mp-867338.cif,"[89, 48, 47, 47]","[1.1, 1.69, 1.93, 1.93]","[3, 12, 11, 11]","[7, 5, 5, 5]","[1.95, 1.55, 1.6, 1.6]",-0.214142074
mp-1183071,AcCdAu2,dataset/cif_files/mp-1183071.cif,"[89, 48, 79, 79]","[1.1, 1.69, 2.54, 2.54]","[3, 12, 11, 11]","[7, 5, 6, 6]","[1.95, 1.55, 1.35, 1.35]",-0.665137497
mp-864644,AcCdHg2,dataset/cif_files/mp-864644.cif,"[89, 48, 80, 80]","[1.1, 1.69, 2, 2]","[3, 12, 12, 12]","[7, 5, 6, 6]","[1.95, 1.55, 1.5, 1.5]",-0.466220838
mp-861880,AcCdRh2,dataset/cif_files/mp-861880.cif,"[89, 48, 45, 45]","[1.1, 1.69, 2.28, 2.28]","[3, 12, 9, 9]","[7, 5, 5, 5]","[1.95, 1.55, 1.35, 1.35]",-0.354021179
mp-1183117,AcCeMg2,dataset/cif_files/mp-1183117.cif,"[89, 58, 12, 12]","[1.1, 1.12, 1.31, 1.31]","[3, 3, 2, 2]","[7, 6, 3, 3]","[1.95, 1.85, 1.5, 1.5]",0.047029432
mp-1006278,AcEuAu2,dataset/cif_files/mp-1006278.cif,"[89, 63, 79, 79]","[1.1, 1.2, 2.54, 2.54]","[3, 3, 11, 11]","[7, 6, 6, 6]","[1.95, 1.85, 1.35, 1.35]",-0.779867237
mp-1183268,AcEuMg2,dataset/cif_files/mp-1183268.cif,"[89, 63, 12, 12]","[1.1, 1.2, 1.31, 1.31]","[3, 3, 2, 2]","[7, 6, 3, 3]","[1.95, 1.85, 1.5, 1.5]",-0.054028739
mp-861966,AcHgAu2,dataset/cif_files/mp-861966.cif,"[89, 80, 79, 79]","[1.1, 2, 2.54, 2.54]","[3, 12, 11, 11]","[7, 6, 6, 6]","[1.95, 1.5, 1.35, 1.35]",-0.657633784
mp-1183060,AcHgRh2,dataset/cif_files/mp-1183060.cif,"[89, 80, 45, 45]","[1.1, 2, 2.28, 2.28]","[3, 12, 9, 9]","[7, 6, 5, 5]","[1.95, 1.5, 1.35, 1.35]",-0.321689604
mp-1183121,AcInAg2,dataset/cif_files/mp-1183121.cif,"[89, 49, 47, 47]","[1.1, 1.78, 1.93, 1.93]","[3, 13, 11, 11]","[7, 5, 5, 5]","[1.95, 1.55, 1.6, 1.6]",-0.327194329
mp-862860,AcInAu2,dataset/cif_files/mp-862860.cif,"[89, 49, 79, 79]","[1.1, 1.78, 2.54, 2.54]","[3, 13, 11, 11]","[7, 5, 6, 6]","[1.95, 1.55, 1.35, 1.35]",-0.712694174
mp-867321,AcInHg2,dataset/cif_files/mp-867321.cif,"[89, 49, 80, 80]","[1.1, 1.78, 2, 2]","[3, 13, 12, 12]","[7, 5, 6, 6]","[1.95, 1.55, 1.5, 1.5]",-0.510612276
mp-1183118,AcLaCd2,dataset/cif_files/mp-1183118.cif,"[89, 57, 48, 48]","[1.1, 1.1, 1.69, 1.69]","[3, 3, 12, 12]","[7, 6, 5, 5]","[1.95, 1.95, 1.55, 1.55]",-0.274911697
mp-1183101,AcLaMg2,dataset/cif_files/mp-1183101.cif,"[89, 57, 12, 12]","[1.1, 1.1, 1.31, 1.31]","[3, 3, 2, 2]","[7, 6, 3, 3]","[1.95, 1.95, 1.5, 1.5]",-0.067829229
mp-865979,AcMgCd2,dataset/cif_files/mp-865979.cif,"[89, 12, 48, 48]","[1.1, 1.31, 1.69, 1.69]","[3, 2, 12, 12]","[7, 3, 5, 5]","[1.95, 1.5, 1.55, 1.55]",-0.238415764
mp-866225,AcMgHg2,dataset/cif_files/mp-866225.cif,"[89, 12, 80, 80]","[1.1, 1.31, 2, 2]","[3, 2, 12, 12]","[7, 3, 6, 6]","[1.95, 1.5, 1.5, 1.5]",-0.421982166
mp-861735,AcMgTl2,dataset/cif_files/mp-861735.cif,"[89, 12, 81, 81]","[1.1, 1.31, 1.62, 1.62]","[3, 2, 13, 13]","[7, 3, 6, 6]","[1.95, 1.5, 1.9, 1.9]",-0.242557519
mp-1183182,AcMgZn2,dataset/cif_files/mp-1183182.cif,"[89, 12, 30, 30]","[1.1, 1.31, 1.65, 1.65]","[3, 2, 12, 12]","[7, 3, 4, 4]","[1.95, 1.5, 1.35, 1.35]",-0.235832424
mp-1183179,AcNdMg2,dataset/cif_files/mp-1183179.cif,"[89, 60, 12, 12]","[1.1, 1.14, 1.31, 1.31]","[3, 3, 2, 2]","[7, 6, 3, 3]","[1.95, 1.85, 1.5, 1.5]",-0.055583685
mp-867422,AcPbAu2,dataset/cif_files/mp-867422.cif,"[89, 82, 79, 79]","[1.1, 2.33, 2.54, 2.54]","[3, 14, 11, 11]","[7, 6, 6, 6]","[1.95, 1.8, 1.35, 1.35]",-0.682726242
mp-1183181,AcPrMg2,dataset/cif_files/mp-1183181.cif,"[89, 59, 12, 12]","[1.1, 1.13, 1.31, 1.31]","[3, 3, 2, 2]","[7, 6, 3, 3]","[1.95, 1.85, 1.5, 1.5]",-0.057254359
mp-1183220,AcRh2Pb,dataset/cif_files/mp-1183220.cif,"[89, 45, 45, 82]","[1.1, 2.28, 2.28, 2.33]","[3, 9, 9, 14]","[7, 5, 5, 6]","[1.95, 1.35, 1.35, 1.8]",-0.346064169
mp-865957,AcSnAu2,dataset/cif_files/mp-865957.cif,"[89, 50, 79, 79]","[1.1, 1.96, 2.54, 2.54]","[3, 14, 11, 11]","[7, 5, 6, 6]","[1.95, 1.45, 1.35, 1.35]",-0.700155907
mp-1183197,AcSnHg2,dataset/cif_files/mp-1183197.cif,"[89, 50, 80, 80]","[1.1, 1.96, 2, 2]","[3, 14, 12, 12]","[7, 5, 6, 6]","[1.95, 1.45, 1.5, 1.5]",-0.482384126
mp-1183243,AcSnPd2,dataset/cif_files/mp-1183243.cif,"[89, 50, 46, 46]","[1.1, 1.96, 2.2, 2.2]","[3, 14, 10, 10]","[7, 5, 5, 5]","[1.95, 1.45, 1.4, 1.4]",-0.652294487
mp-865958,AcTlAg2,dataset/cif_files/mp-865958.cif,"[89, 81, 47, 47]","[1.1, 1.62, 1.93, 1.93]","[3, 13, 11, 11]","[7, 6, 5, 5]","[1.95, 1.9, 1.6, 1.6]",-0.236608027
mp-865952,AcTlAu2,dataset/cif_files/mp-865952.cif,"[89, 81, 79, 79]","[1.1, 1.62, 2.54, 2.54]","[3, 13, 11, 11]","[7, 6, 6, 6]","[1.95, 1.9, 1.35, 1.35]",-0.648518864
mp-984551,AcTlHg2,dataset/cif_files/mp-984551.cif,"[89, 81, 80, 80]","[1.1, 1.62, 2, 2]","[3, 13, 12, 12]","[7, 6, 6, 6]","[1.95, 1.9, 1.5, 1.5]",-0.453474278
mp-1183199,AcTlRh2,dataset/cif_files/mp-1183199.cif,"[89, 81, 45, 45]","[1.1, 1.62, 2.28, 2.28]","[3, 13, 9, 9]","[7, 6, 5, 5]","[1.95, 1.9, 1.35, 1.35]",-0.345513797
mp-1183196,AcYbAg2,dataset/cif_files/mp-1183196.cif,"[89, 70, 47, 47]","[1.1, 1.1, 1.93, 1.93]","[3, 3, 11, 11]","[7, 6, 5, 5]","[1.95, 1.75, 1.6, 1.6]",-0.232558956
mp-1183185,AcYbAu2,dataset/cif_files/mp-1183185.cif,"[89, 70, 79, 79]","[1.1, 1.1, 2.54, 2.54]","[3, 3, 11, 11]","[7, 6, 6, 6]","[1.95, 1.75, 1.35, 1.35]",-0.803913228
mp-979962,AcYbCd2,dataset/cif_files/mp-979962.cif,"[89, 70, 48, 48]","[1.1, 1.1, 1.69, 1.69]","[3, 3, 12, 12]","[7, 6, 5, 5]","[1.95, 1.75, 1.55, 1.55]",-0.287293888
mp-979981,AcYbGa2,dataset/cif_files/mp-979981.cif,"[89, 70, 31, 31]","[1.1, 1.1, 1.81, 1.81]","[3, 3, 13, 13]","[7, 6, 4, 4]","[1.95, 1.75, 1.3, 1.3]",-0.500596243
mp-866203,AcYbHg2,dataset/cif_files/mp-866203.cif,"[89, 70, 80, 80]","[1.1, 1.1, 2, 2]","[3, 3, 12, 12]","[7, 6, 6, 6]","[1.95, 1.75, 1.5, 1.5]",-0.485260694
mp-979950,AcYbMg2,dataset/cif_files/mp-979950.cif,"[89, 70, 12, 12]","[1.1, 1.1, 1.31, 1.31]","[3, 3, 2, 2]","[7, 6, 3, 3]","[1.95, 1.75, 1.5, 1.5]",-0.042261126
mp-980005,AcYbRh2,dataset/cif_files/mp-980005.cif,"[89, 70, 45, 45]","[1.1, 1.1, 2.28, 2.28]","[3, 3, 9, 9]","[7, 6, 5, 5]","[1.95, 1.75, 1.35, 1.35]",-0.675011111
mp-1183192,AcYbTl2,dataset/cif_files/mp-1183192.cif,"[89, 70, 81, 81]","[1.1, 1.1, 1.62, 1.62]","[3, 3, 13, 13]","[7, 6, 6, 6]","[1.95, 1.75, 1.9, 1.9]",-0.378423713
mp-865953,AcYbZn2,dataset/cif_files/mp-865953.cif,"[89, 70, 30, 30]","[1.1, 1.1, 1.65, 1.65]","[3, 3, 12, 12]","[7, 6, 4, 4]","[1.95, 1.75, 1.35, 1.35]",-0.242078451
mp-1183174,AcZn2Cd,dataset/cif_files/mp-1183174.cif,"[89, 30, 30, 48]","[1.1, 1.65, 1.65, 1.69]","[3, 12, 12, 12]","[7, 4, 4, 5]","[1.95, 1.35, 1.35, 1.55]",-0.231161207
mp-1183190,AcZn2In,dataset/cif_files/mp-1183190.cif,"[89, 30, 30, 49]","[1.1, 1.65, 1.65, 1.78]","[3, 12, 12, 13]","[7, 4, 4, 5]","[1.95, 1.35, 1.35, 1.55]",-0.416209143
mp-861734,AcZnAu2,dataset/cif_files/mp-861734.cif,"[89, 30, 79, 79]","[1.1, 1.65, 2.54, 2.54]","[3, 12, 11, 11]","[7, 4, 6, 6]","[1.95, 1.35, 1.35, 1.35]",-0.544362241
mp-1095946,Ag2HgAu,dataset/cif_files/mp-1095946.cif,"[47, 47, 80, 79]","[1.93, 1.93, 2, 2.54]","[11, 11, 12, 11]","[5, 5, 6, 6]","[1.6, 1.6, 1.5, 1.35]",0.933943757
mp-1096329,Ag2PdAu,dataset/cif_files/mp-1096329.cif,"[47, 47, 46, 79]","[1.93, 1.93, 2.2, 2.54]","[11, 11, 10, 11]","[5, 5, 5, 6]","[1.6, 1.6, 1.4, 1.35]",1.658512416
mp-1183166,AgBiPd2,dataset/cif_files/mp-1183166.cif,"[47, 83, 46, 46]","[1.93, 2.02, 2.2, 2.2]","[11, 15, 10, 10]","[5, 6, 5, 5]","[1.6, 1.6, 1.4, 1.4]",-0.188207855
mp-861501,AgHgPd2,dataset/cif_files/mp-861501.cif,"[47, 80, 46, 46]","[1.93, 2, 2.2, 2.2]","[11, 12, 10, 10]","[5, 6, 5, 5]","[1.6, 1.5, 1.4, 1.4]",-0.139443914
mp-1093988,AgPd2Au,dataset/cif_files/mp-1093988.cif,"[47, 46, 46, 79]","[1.93, 2.2, 2.2, 2.54]","[11, 10, 10, 11]","[5, 5, 5, 6]","[1.6, 1.4, 1.4, 1.35]",2.014356131
mp-1229031,AgPd2Au,dataset/cif_files/mp-1229031.cif,"[47, 46, 46, 79]","[1.93, 2.2, 2.2, 2.54]","[11, 10, 10, 11]","[5, 5, 5, 6]","[1.6, 1.4, 1.4, 1.35]",-0.051216159
mp-1097539,AgPd2Pb,dataset/cif_files/mp-1097539.cif,"[47, 46, 46, 82]","[1.93, 2.2, 2.2, 2.33]","[11, 10, 10, 14]","[5, 5, 5, 6]","[1.6, 1.4, 1.4, 1.8]",1.550341478
mp-1183167,AgPdAu2,dataset/cif_files/mp-1183167.cif,"[47, 46, 79, 79]","[1.93, 2.2, 2.54, 2.54]","[11, 10, 11, 11]","[5, 5, 6, 6]","[1.6, 1.4, 1.35, 1.35]",-0.089660366
mp-1097586,AgSnAu2,dataset/cif_files/mp-1097586.cif,"[47, 50, 79, 79]","[1.93, 1.96, 2.54, 2.54]","[11, 14, 11, 11]","[5, 5, 6, 6]","[1.6, 1.45, 1.35, 1.35]",1.18145408
mp-1096381,AgSnPd2,dataset/cif_files/mp-1096381.cif,"[47, 50, 46, 46]","[1.93, 1.96, 2.2, 2.2]","[11, 14, 10, 10]","[5, 5, 5, 5]","[1.6, 1.45, 1.4, 1.4]",1.524319605
mp-1097284,AgSnRh2,dataset/cif_files/mp-1097284.cif,"[47, 50, 45, 45]","[1.93, 1.96, 2.28, 2.28]","[11, 14, 9, 9]","[5, 5, 5, 5]","[1.6, 1.45, 1.35, 1.35]",2.282270011
mp-867319,Al2CoIr,dataset/cif_files/mp-867319.cif,"[13, 13, 27, 77]","[1.61, 1.61, 1.88, 2.2]","[13, 13, 9, 9]","[3, 3, 4, 6]","[1.25, 1.25, 1.35, 1.35]",-0.835120558
mp-1228913,Al2CoNi,dataset/cif_files/mp-1228913.cif,"[13, 13, 27, 28]","[1.61, 1.61, 1.88, 1.91]","[13, 13, 9, 10]","[3, 3, 4, 4]","[1.25, 1.25, 1.35, 1.35]",-0.625177445
mp-984352,Al2CoOs,dataset/cif_files/mp-984352.cif,"[13, 13, 27, 76]","[1.61, 1.61, 1.88, 2.2]","[13, 13, 9, 8]","[3, 3, 4, 6]","[1.25, 1.25, 1.35, 1.3]",-0.540278415
mp-1095887,Al2CoRh,dataset/cif_files/mp-1095887.cif,"[13, 13, 27, 45]","[1.61, 1.61, 1.88, 2.28]","[13, 13, 9, 9]","[3, 3, 4, 5]","[1.25, 1.25, 1.35, 1.35]",2.155039568
mp-1228908,Al2CoRu,dataset/cif_files/mp-1228908.cif,"[13, 13, 27, 44]","[1.61, 1.61, 1.88, 2.2]","[13, 13, 9, 8]","[3, 3, 4, 5]","[1.25, 1.25, 1.35, 1.3]",-0.630569966
mp-862695,Al2CoRu,dataset/cif_files/mp-862695.cif,"[13, 13, 27, 44]","[1.61, 1.61, 1.88, 2.2]","[13, 13, 9, 8]","[3, 3, 4, 5]","[1.25, 1.25, 1.35, 1.3]",-0.661750724
mp-1093958,Al2CoTc,dataset/cif_files/mp-1093958.cif,"[13, 13, 27, 43]","[1.61, 1.61, 1.88, 1.9]","[13, 13, 9, 7]","[3, 3, 4, 5]","[1.25, 1.25, 1.35, 1.35]",2.685363373
mp-1096119,Al2CrFe,dataset/cif_files/mp-1096119.cif,"[13, 13, 24, 26]","[1.61, 1.61, 1.66, 1.83]","[13, 13, 6, 8]","[3, 3, 4, 4]","[1.25, 1.25, 1.4, 1.4]",2.47111191
mp-1096638,Al2CrIr,dataset/cif_files/mp-1096638.cif,"[13, 13, 24, 77]","[1.61, 1.61, 1.66, 2.2]","[13, 13, 6, 9]","[3, 3, 4, 6]","[1.25, 1.25, 1.4, 1.35]",2.288346432
mp-1097254,Al2CrTc,dataset/cif_files/mp-1097254.cif,"[13, 13, 24, 43]","[1.61, 1.61, 1.66, 1.9]","[13, 13, 6, 7]","[3, 3, 4, 5]","[1.25, 1.25, 1.4, 1.35]",2.685473527
mp-1079890,Al2CuIr,dataset/cif_files/mp-1079890.cif,"[13, 13, 29, 77]","[1.61, 1.61, 1.9, 2.2]","[13, 13, 11, 9]","[3, 3, 4, 6]","[1.25, 1.25, 1.35, 1.35]",-0.741981809
mp-1093789,Al2CuIr,dataset/cif_files/mp-1093789.cif,"[13, 13, 29, 77]","[1.61, 1.61, 1.9, 2.2]","[13, 13, 11, 9]","[3, 3, 4, 6]","[1.25, 1.25, 1.35, 1.35]",1.907406734
mp-1214869,Al2CuMo,dataset/cif_files/mp-1214869.cif,"[13, 13, 29, 42]","[1.61, 1.61, 1.9, 2.16]","[13, 13, 11, 6]","[3, 3, 4, 5]","[1.25, 1.25, 1.35, 1.45]",-0.147022517
mp-1095860,Al2CuNi,dataset/cif_files/mp-1095860.cif,"[13, 13, 29, 28]","[1.61, 1.61, 1.9, 1.91]","[13, 13, 11, 10]","[3, 3, 4, 4]","[1.25, 1.25, 1.35, 1.35]",1.735505917
mp-1093918,Al2CuPd,dataset/cif_files/mp-1093918.cif,"[13, 13, 29, 46]","[1.61, 1.61, 1.9, 2.2]","[13, 13, 11, 10]","[3, 3, 4, 5]","[1.25, 1.25, 1.35, 1.4]",1.419848051
mp-1183165,Al2CuPd,dataset/cif_files/mp-1183165.cif,"[13, 13, 29, 46]","[1.61, 1.61, 1.9, 2.2]","[13, 13, 11, 10]","[3, 3, 4, 5]","[1.25, 1.25, 1.35, 1.4]",-0.56743289
mp-1251595,Al2CuPd,dataset/cif_files/mp-1251595.cif,"[13, 13, 29, 46]","[1.61, 1.61, 1.9, 2.2]","[13, 13, 11, 10]","[3, 3, 4, 5]","[1.25, 1.25, 1.35, 1.4]",1.418598381
mp-1093967,Al2CuRh,dataset/cif_files/mp-1093967.cif,"[13, 13, 29, 45]","[1.61, 1.61, 1.9, 2.28]","[13, 13, 11, 9]","[3, 3, 4, 5]","[1.25, 1.25, 1.35, 1.35]",1.737347988
mp-1096576,Al2CuTc,dataset/cif_files/mp-1096576.cif,"[13, 13, 29, 43]","[1.61, 1.61, 1.9, 1.9]","[13, 13, 11, 7]","[3, 3, 4, 5]","[1.25, 1.25, 1.35, 1.35]",2.23672917
mp-1228905,Al2FeCo,dataset/cif_files/mp-1228905.cif,"[13, 13, 26, 27]","[1.61, 1.61, 1.83, 1.88]","[13, 13, 8, 9]","[3, 3, 4, 4]","[1.25, 1.25, 1.4, 1.35]",-0.4676112
mp-862691,Al2FeCo,dataset/cif_files/mp-862691.cif,"[13, 13, 26, 27]","[1.61, 1.61, 1.83, 1.88]","[13, 13, 8, 9]","[3, 3, 4, 4]","[1.25, 1.25, 1.4, 1.35]",-0.468052962
mp-1096521,Al2FeCu,dataset/cif_files/mp-1096521.cif,"[13, 13, 26, 29]","[1.61, 1.61, 1.83, 1.9]","[13, 13, 8, 11]","[3, 3, 4, 4]","[1.25, 1.25, 1.4, 1.35]",2.058957525
mp-866031,Al2FeIr,dataset/cif_files/mp-866031.cif,"[13, 13, 26, 77]","[1.61, 1.61, 1.83, 2.2]","[13, 13, 8, 9]","[3, 3, 4, 6]","[1.25, 1.25, 1.4, 1.35]",-0.680795958
mp-1228910,Al2FeNi,dataset/cif_files/mp-1228910.cif,"[13, 13, 26, 28]","[1.61, 1.61, 1.83, 1.91]","[13, 13, 8, 10]","[3, 3, 4, 4]","[1.25, 1.25, 1.4, 1.35]",-0.523616695
mp-867330,Al2FeNi,dataset/cif_files/mp-867330.cif,"[13, 13, 26, 28]","[1.61, 1.61, 1.83, 1.91]","[13, 13, 8, 10]","[3, 3, 4, 4]","[1.25, 1.25, 1.4, 1.35]",-0.49920869
mp-1095825,Al2FePt,dataset/cif_files/mp-1095825.cif,"[13, 13, 26, 78]","[1.61, 1.61, 1.83, 2.28]","[13, 13, 8, 10]","[3, 3, 4, 6]","[1.25, 1.25, 1.4, 1.35]",1.864647045
mp-1096451,Al2FeRh,dataset/cif_files/mp-1096451.cif,"[13, 13, 26, 45]","[1.61, 1.61, 1.83, 2.28]","[13, 13, 8, 9]","[3, 3, 4, 5]","[1.25, 1.25, 1.4, 1.35]",2.24359613
mp-1183147,Al2FeRh,dataset/cif_files/mp-1183147.cif,"[13, 13, 26, 45]","[1.61, 1.61, 1.83, 2.28]","[13, 13, 8, 9]","[3, 3, 4, 5]","[1.25, 1.25, 1.4, 1.35]",-0.696539495
