material_id,formula,cif_path,atomic_numbers,electronegativity,group,period,atomic_radius,formation_energy
mp-1261855,Al2FeRh,dataset/cif_files/mp-1261855.cif,"[13, 13, 26, 45]","[1.61, 1.61, 1.83, 2.28]","[13, 13, 8, 9]","[3, 3, 4, 5]","[1.25, 1.25, 1.4, 1.35]",2.246712508
mp-1097081,Al2FeTc,dataset/cif_files/mp-1097081.cif,"[13, 13, 26, 43]","[1.61, 1.61, 1.83, 1.9]","[13, 13, 8, 7]","[3, 3, 4, 5]","[1.25, 1.25, 1.4, 1.35]",2.749572311
mp-866284,Al2IrOs,dataset/cif_files/mp-866284.cif,"[13, 13, 77, 76]","[1.61, 1.61, 2.2, 2.2]","[13, 13, 9, 8]","[3, 3, 6, 6]","[1.25, 1.25, 1.35, 1.3]",-0.828585375
mp-862694,Al2IrRh,dataset/cif_files/mp-862694.cif,"[13, 13, 77, 45]","[1.61, 1.61, 2.2, 2.28]","[13, 13, 9, 9]","[3, 3, 6, 5]","[1.25, 1.25, 1.35, 1.35]",-1.130865957
mp-865989,Al2IrRu,dataset/cif_files/mp-865989.cif,"[13, 13, 77, 44]","[1.61, 1.61, 2.2, 2.2]","[13, 13, 9, 8]","[3, 3, 6, 5]","[1.25, 1.25, 1.35, 1.3]",-0.984318069
mp-1183155,Al2NiOs,dataset/cif_files/mp-1183155.cif,"[13, 13, 28, 76]","[1.61, 1.61, 1.91, 2.2]","[13, 13, 10, 8]","[3, 3, 4, 6]","[1.25, 1.25, 1.35, 1.3]",-0.607955297
mp-1096538,Al2NiPt,dataset/cif_files/mp-1096538.cif,"[13, 13, 28, 78]","[1.61, 1.61, 1.91, 2.28]","[13, 13, 10, 10]","[3, 3, 4, 6]","[1.25, 1.25, 1.35, 1.35]",1.620197323
mp-1228426,Al2NiPt,dataset/cif_files/mp-1228426.cif,"[13, 13, 28, 78]","[1.61, 1.61, 1.91, 2.28]","[13, 13, 10, 10]","[3, 3, 4, 6]","[1.25, 1.25, 1.35, 1.35]",-0.79317686
mp-1248407,Al2NiPt,dataset/cif_files/mp-1248407.cif,"[13, 13, 28, 78]","[1.61, 1.61, 1.91, 2.28]","[13, 13, 10, 10]","[3, 3, 4, 6]","[1.25, 1.25, 1.35, 1.35]",1.615955788
mp-867775,Al2NiRu,dataset/cif_files/mp-867775.cif,"[13, 13, 28, 44]","[1.61, 1.61, 1.91, 2.2]","[13, 13, 10, 8]","[3, 3, 4, 5]","[1.25, 1.25, 1.35, 1.3]",-0.743546901
mp-1095763,Al2OsPd,dataset/cif_files/mp-1095763.cif,"[13, 13, 76, 46]","[1.61, 1.61, 2.2, 2.2]","[13, 13, 8, 10]","[3, 3, 6, 5]","[1.25, 1.25, 1.3, 1.4]",2.224207353
mp-1248716,Al2OsPd,dataset/cif_files/mp-1248716.cif,"[13, 13, 76, 46]","[1.61, 1.61, 2.2, 2.2]","[13, 13, 8, 10]","[3, 3, 6, 5]","[1.25, 1.25, 1.3, 1.4]",2.224005811
mp-1093553,Al2OsPt,dataset/cif_files/mp-1093553.cif,"[13, 13, 76, 78]","[1.61, 1.61, 2.2, 2.28]","[13, 13, 8, 10]","[3, 3, 6, 6]","[1.25, 1.25, 1.3, 1.35]",2.244877185
mp-1096644,Al2OsRh,dataset/cif_files/mp-1096644.cif,"[13, 13, 76, 45]","[1.61, 1.61, 2.2, 2.28]","[13, 13, 8, 9]","[3, 3, 6, 5]","[1.25, 1.25, 1.3, 1.35]",2.627585598
mp-1183136,Al2OsRh,dataset/cif_files/mp-1183136.cif,"[13, 13, 76, 45]","[1.61, 1.61, 2.2, 2.28]","[13, 13, 8, 9]","[3, 3, 6, 5]","[1.25, 1.25, 1.3, 1.35]",-0.859743783
mp-1258701,Al2OsRh,dataset/cif_files/mp-1258701.cif,"[13, 13, 76, 45]","[1.61, 1.61, 2.2, 2.28]","[13, 13, 8, 9]","[3, 3, 6, 5]","[1.25, 1.25, 1.3, 1.35]",1.290133363
mp-1097560,Al2OsRu,dataset/cif_files/mp-1097560.cif,"[13, 13, 76, 44]","[1.61, 1.61, 2.2, 2.2]","[13, 13, 8, 8]","[3, 3, 6, 5]","[1.25, 1.25, 1.3, 1.3]",3.013094389
mp-1255731,Al2OsRu,dataset/cif_files/mp-1255731.cif,"[13, 13, 76, 44]","[1.61, 1.61, 2.2, 2.2]","[13, 13, 8, 8]","[3, 3, 6, 5]","[1.25, 1.25, 1.3, 1.3]",1.515862692
mp-1097168,Al2PdPt,dataset/cif_files/mp-1097168.cif,"[13, 13, 46, 78]","[1.61, 1.61, 2.2, 2.28]","[13, 13, 10, 10]","[3, 3, 5, 6]","[1.25, 1.25, 1.4, 1.35]",1.166605031
mp-862715,Al2PdRu,dataset/cif_files/mp-862715.cif,"[13, 13, 46, 44]","[1.61, 1.61, 2.2, 2.2]","[13, 13, 10, 8]","[3, 3, 5, 5]","[1.25, 1.25, 1.4, 1.3]",-0.857966919
mp-867125,Al2RuPt,dataset/cif_files/mp-867125.cif,"[13, 13, 44, 78]","[1.61, 1.61, 2.2, 2.28]","[13, 13, 8, 10]","[3, 3, 5, 6]","[1.25, 1.25, 1.3, 1.35]",-0.990071009
mp-867326,Al2RuRh,dataset/cif_files/mp-867326.cif,"[13, 13, 44, 45]","[1.61, 1.61, 2.2, 2.28]","[13, 13, 8, 9]","[3, 3, 5, 5]","[1.25, 1.25, 1.3, 1.35]",-1.008399889
mp-1097381,Al2TcAu,dataset/cif_files/mp-1097381.cif,"[13, 13, 43, 79]","[1.61, 1.61, 1.9, 2.54]","[13, 13, 7, 11]","[3, 3, 5, 6]","[1.25, 1.25, 1.35, 1.35]",1.899565854
mp-1096117,Al2TcIr,dataset/cif_files/mp-1096117.cif,"[13, 13, 43, 77]","[1.61, 1.61, 1.9, 2.2]","[13, 13, 7, 9]","[3, 3, 5, 6]","[1.25, 1.25, 1.35, 1.35]",2.610890333
mp-1096100,Al2TcNi,dataset/cif_files/mp-1096100.cif,"[13, 13, 43, 28]","[1.61, 1.61, 1.9, 1.91]","[13, 13, 7, 10]","[3, 3, 5, 4]","[1.25, 1.25, 1.35, 1.35]",2.455522581
mp-1248348,Al2TcNi,dataset/cif_files/mp-1248348.cif,"[13, 13, 43, 28]","[1.61, 1.61, 1.9, 1.91]","[13, 13, 7, 10]","[3, 3, 5, 4]","[1.25, 1.25, 1.35, 1.35]",2.456407074
mp-1097597,Al2TcPd,dataset/cif_files/mp-1097597.cif,"[13, 13, 43, 46]","[1.61, 1.61, 1.9, 2.2]","[13, 13, 7, 10]","[3, 3, 5, 5]","[1.25, 1.25, 1.35, 1.4]",2.069802251
mp-1183135,Al2TcPd,dataset/cif_files/mp-1183135.cif,"[13, 13, 43, 46]","[1.61, 1.61, 1.9, 2.2]","[13, 13, 7, 10]","[3, 3, 5, 5]","[1.25, 1.25, 1.35, 1.4]",-0.688403215
mp-1093622,Al2TcPt,dataset/cif_files/mp-1093622.cif,"[13, 13, 43, 78]","[1.61, 1.61, 1.9, 2.28]","[13, 13, 7, 10]","[3, 3, 5, 6]","[1.25, 1.25, 1.35, 1.35]",2.047585382
mp-1093720,Al2TcRh,dataset/cif_files/mp-1093720.cif,"[13, 13, 43, 45]","[1.61, 1.61, 1.9, 2.28]","[13, 13, 7, 9]","[3, 3, 5, 5]","[1.25, 1.25, 1.35, 1.35]",2.464839863
mp-1096466,Al2VIr,dataset/cif_files/mp-1096466.cif,"[13, 13, 23, 77]","[1.61, 1.61, 1.63, 2.2]","[13, 13, 5, 9]","[3, 3, 4, 6]","[1.25, 1.25, 1.35, 1.35]",2.492739419
mp-1096668,AlAgAu2,dataset/cif_files/mp-1096668.cif,"[13, 47, 79, 79]","[1.61, 1.93, 2.54, 2.54]","[13, 11, 11, 11]","[3, 5, 6, 6]","[1.25, 1.6, 1.35, 1.35]",0.919023517
mp-1096462,AlCdRh2,dataset/cif_files/mp-1096462.cif,"[13, 48, 45, 45]","[1.61, 1.69, 2.28, 2.28]","[13, 12, 9, 9]","[3, 5, 5, 5]","[1.25, 1.55, 1.35, 1.35]",1.92899271
mp-1214804,AlCo2Ni,dataset/cif_files/mp-1214804.cif,"[13, 27, 27, 28]","[1.61, 1.88, 1.88, 1.91]","[13, 9, 9, 10]","[3, 4, 4, 4]","[1.25, 1.35, 1.35, 1.35]",-0.22478805
mp-1214822,AlCo2Ni,dataset/cif_files/mp-1214822.cif,"[13, 27, 27, 28]","[1.61, 1.88, 1.88, 1.91]","[13, 9, 9, 10]","[3, 4, 4, 4]","[1.25, 1.35, 1.35, 1.35]",-0.242122164
mp-1229047,AlCoW,dataset/cif_files/mp-1229047.cif,"[13, 27, 74]","[1.61, 1.88, 2.36]","[13, 9, 6]","[3, 4, 6]","[1.25, 1.35, 1.35]",-0.179744805
mp-1096575,AlCr2W,dataset/cif_files/mp-1096575.cif,"[13, 24, 24, 74]","[1.61, 1.66, 1.66, 2.36]","[13, 6, 6, 6]","[3, 4, 4, 6]","[1.25, 1.4, 1.4, 1.35]",3.819264483
mp-10883,AlCrCo2,dataset/cif_files/mp-10883.cif,"[13, 24, 27, 27]","[1.61, 1.66, 1.88, 1.88]","[13, 6, 9, 9]","[3, 4, 4, 4]","[1.25, 1.4, 1.35, 1.35]",-0.220629259
mp-16494,AlCrCu2,dataset/cif_files/mp-16494.cif,"[13, 24, 29, 29]","[1.61, 1.66, 1.9, 1.9]","[13, 6, 11, 11]","[3, 4, 4, 4]","[1.25, 1.4, 1.35, 1.35]",-0.015341943
mp-1228906,AlCrFe2,dataset/cif_files/mp-1228906.cif,"[13, 24, 26, 26]","[1.61, 1.66, 1.83, 1.83]","[13, 6, 8, 8]","[3, 4, 4, 4]","[1.25, 1.4, 1.4, 1.4]",-0.15702918
mp-1228937,AlCrFe2,dataset/cif_files/mp-1228937.cif,"[13, 24, 26, 26]","[1.61, 1.66, 1.83, 1.83]","[13, 6, 8, 8]","[3, 4, 4, 4]","[1.25, 1.4, 1.4, 1.4]",-0.008672372
mp-16495,AlCrFe2,dataset/cif_files/mp-16495.cif,"[13, 24, 26, 26]","[1.61, 1.66, 1.83, 1.83]","[13, 6, 8, 8]","[3, 4, 4, 4]","[1.25, 1.4, 1.4, 1.4]",-0.164215935
mp-1228985,AlCrNi,dataset/cif_files/mp-1228985.cif,"[13, 24, 28]","[1.61, 1.66, 1.91]","[13, 6, 10]","[3, 4, 4]","[1.25, 1.4, 1.35]",-0.04825331
mp-10885,AlCrNi2,dataset/cif_files/mp-10885.cif,"[13, 24, 28, 28]","[1.61, 1.66, 1.91, 1.91]","[13, 6, 10, 10]","[3, 4, 4, 4]","[1.25, 1.4, 1.35, 1.35]",-0.258918976
mp-1097410,AlCrOs2,dataset/cif_files/mp-1097410.cif,"[13, 24, 76, 76]","[1.61, 1.66, 2.2, 2.2]","[13, 6, 8, 8]","[3, 4, 6, 6]","[1.25, 1.4, 1.3, 1.3]",3.707583847
mp-862781,AlCrRu2,dataset/cif_files/mp-862781.cif,"[13, 24, 44, 44]","[1.61, 1.66, 2.2, 2.2]","[13, 6, 8, 8]","[3, 4, 5, 5]","[1.25, 1.4, 1.3, 1.3]",-0.368686193
mp-1097386,AlCrTc2,dataset/cif_files/mp-1097386.cif,"[13, 24, 43, 43]","[1.61, 1.66, 1.9, 1.9]","[13, 6, 7, 7]","[3, 4, 5, 5]","[1.25, 1.4, 1.35, 1.35]",3.26593549
mp-867306,AlCuAu2,dataset/cif_files/mp-867306.cif,"[13, 29, 79, 79]","[1.61, 1.9, 2.54, 2.54]","[13, 11, 11, 11]","[3, 4, 6, 6]","[1.25, 1.35, 1.35, 1.35]",-0.25772352
mp-1096066,AlCuNi2,dataset/cif_files/mp-1096066.cif,"[13, 29, 28, 28]","[1.61, 1.9, 1.91, 1.91]","[13, 11, 10, 10]","[3, 4, 4, 4]","[1.25, 1.35, 1.35, 1.35]",2.177364421
mp-1228912,AlCuPd2,dataset/cif_files/mp-1228912.cif,"[13, 29, 46, 46]","[1.61, 1.9, 2.2, 2.2]","[13, 11, 10, 10]","[3, 4, 5, 5]","[1.25, 1.35, 1.4, 1.4]",-0.609576466
mp-866296,AlCuPd2,dataset/cif_files/mp-866296.cif,"[13, 29, 46, 46]","[1.61, 1.9, 2.2, 2.2]","[13, 11, 10, 10]","[3, 4, 5, 5]","[1.25, 1.35, 1.4, 1.4]",-0.63012379
mp-12550,AlCuPt2,dataset/cif_files/mp-12550.cif,"[13, 29, 78, 78]","[1.61, 1.9, 2.28, 2.28]","[13, 11, 10, 10]","[3, 4, 6, 6]","[1.25, 1.35, 1.35, 1.35]",-0.75944912
mp-1097150,AlCuRh2,dataset/cif_files/mp-1097150.cif,"[13, 29, 45, 45]","[1.61, 1.9, 2.28, 2.28]","[13, 11, 9, 9]","[3, 4, 5, 5]","[1.25, 1.35, 1.35, 1.35]",2.342025017
mp-1183191,AlCuRh2,dataset/cif_files/mp-1183191.cif,"[13, 29, 45, 45]","[1.61, 1.9, 2.28, 2.28]","[13, 11, 9, 9]","[3, 4, 5, 5]","[1.25, 1.35, 1.35, 1.35]",-0.57416562
mp-672259,AlFe2Mo,dataset/cif_files/mp-672259.cif,"[13, 26, 26, 42]","[1.61, 1.83, 1.83, 2.16]","[13, 8, 8, 6]","[3, 4, 4, 5]","[1.25, 1.4, 1.4, 1.45]",-0.176031738
mp-31186,AlFe2Ni,dataset/cif_files/mp-31186.cif,"[13, 26, 26, 28]","[1.61, 1.83, 1.83, 1.91]","[13, 8, 8, 10]","[3, 4, 4, 4]","[1.25, 1.4, 1.4, 1.35]",-0.094350042
mp-862288,AlFe2W,dataset/cif_files/mp-862288.cif,"[13, 26, 26, 74]","[1.61, 1.83, 1.83, 2.36]","[13, 8, 8, 6]","[3, 4, 4, 6]","[1.25, 1.4, 1.4, 1.35]",-0.208302922
mp-10884,AlFeCo2,dataset/cif_files/mp-10884.cif,"[13, 26, 27, 27]","[1.61, 1.83, 1.88, 1.88]","[13, 8, 9, 9]","[3, 4, 4, 4]","[1.25, 1.4, 1.35, 1.35]",-0.358796625
mp-1096072,AlFeIr2,dataset/cif_files/mp-1096072.cif,"[13, 26, 77, 77]","[1.61, 1.83, 2.2, 2.2]","[13, 8, 9, 9]","[3, 4, 6, 6]","[1.25, 1.4, 1.35, 1.35]",2.946355068
mp-1183163,AlFeIr2,dataset/cif_files/mp-1183163.cif,"[13, 26, 77, 77]","[1.61, 1.83, 2.2, 2.2]","[13, 8, 9, 9]","[3, 4, 6, 6]","[1.25, 1.4, 1.35, 1.35]",-0.485886752
mp-861953,AlFeRh2,dataset/cif_files/mp-861953.cif,"[13, 26, 45, 45]","[1.61, 1.83, 2.28, 2.28]","[13, 8, 9, 9]","[3, 4, 5, 5]","[1.25, 1.4, 1.35, 1.35]",-0.595923447
mp-1096308,AlFeRu2,dataset/cif_files/mp-1096308.cif,"[13, 26, 44, 44]","[1.61, 1.83, 2.2, 2.2]","[13, 8, 8, 8]","[3, 4, 5, 5]","[1.25, 1.4, 1.3, 1.3]",3.210872525
mp-1097427,AlFeTc2,dataset/cif_files/mp-1097427.cif,"[13, 26, 43, 43]","[1.61, 1.83, 1.9, 1.9]","[13, 8, 7, 7]","[3, 4, 5, 5]","[1.25, 1.4, 1.35, 1.35]",3.544126998
mp-1097119,AlGaCo2,dataset/cif_files/mp-1097119.cif,"[13, 31, 27, 27]","[1.61, 1.81, 1.88, 1.88]","[13, 13, 9, 9]","[3, 4, 4, 4]","[1.25, 1.3, 1.35, 1.35]",2.245236723
mp-1183148,AlGaCo2,dataset/cif_files/mp-1183148.cif,"[13, 31, 27, 27]","[1.61, 1.81, 1.88, 1.88]","[13, 13, 9, 9]","[3, 4, 4, 4]","[1.25, 1.3, 1.35, 1.35]",-0.373864115
mp-1228893,AlGaCo2,dataset/cif_files/mp-1228893.cif,"[13, 31, 27, 27]","[1.61, 1.81, 1.88, 1.88]","[13, 13, 9, 9]","[3, 4, 4, 4]","[1.25, 1.3, 1.35, 1.35]",-0.37752744
mp-1097204,AlGaIr2,dataset/cif_files/mp-1097204.cif,"[13, 31, 77, 77]","[1.61, 1.81, 2.2, 2.2]","[13, 13, 9, 9]","[3, 4, 6, 6]","[1.25, 1.3, 1.35, 1.35]",2.26735072
mp-1183158,AlGaIr2,dataset/cif_files/mp-1183158.cif,"[13, 31, 77, 77]","[1.61, 1.81, 2.2, 2.2]","[13, 13, 9, 9]","[3, 4, 6, 6]","[1.25, 1.3, 1.35, 1.35]",-0.750868002
mp-1095779,AlGaNi2,dataset/cif_files/mp-1095779.cif,"[13, 31, 28, 28]","[1.61, 1.81, 1.91, 1.91]","[13, 13, 10, 10]","[3, 4, 4, 4]","[1.25, 1.3, 1.35, 1.35]",1.811484961
mp-1183173,AlGaNi2,dataset/cif_files/mp-1183173.cif,"[13, 31, 28, 28]","[1.61, 1.81, 1.91, 1.91]","[13, 13, 10, 10]","[3, 4, 4, 4]","[1.25, 1.3, 1.35, 1.35]",-0.522055838
mp-1095917,AlGaPd2,dataset/cif_files/mp-1095917.cif,"[13, 31, 46, 46]","[1.61, 1.81, 2.2, 2.2]","[13, 13, 10, 10]","[3, 4, 5, 5]","[1.25, 1.3, 1.4, 1.4]",1.148549384
mp-1096345,AlGaRu2,dataset/cif_files/mp-1096345.cif,"[13, 31, 44, 44]","[1.61, 1.81, 2.2, 2.2]","[13, 13, 8, 8]","[3, 4, 5, 5]","[1.25, 1.3, 1.3, 1.3]",2.610289005
mp-1183218,AlGaRu2,dataset/cif_files/mp-1183218.cif,"[13, 31, 44, 44]","[1.61, 1.81, 2.2, 2.2]","[13, 13, 8, 8]","[3, 4, 5, 5]","[1.25, 1.3, 1.3, 1.3]",-0.525757358
mp-1096407,AlNiPt2,dataset/cif_files/mp-1096407.cif,"[13, 28, 78, 78]","[1.61, 1.91, 2.28, 2.28]","[13, 10, 10, 10]","[3, 4, 6, 6]","[1.25, 1.35, 1.35, 1.35]",2.05893686
mp-1096379,AlNiRh2,dataset/cif_files/mp-1096379.cif,"[13, 28, 45, 45]","[1.61, 1.91, 2.28, 2.28]","[13, 10, 9, 9]","[3, 4, 5, 5]","[1.25, 1.35, 1.35, 1.35]",2.520901754
mp-1097163,AlReTc2,dataset/cif_files/mp-1097163.cif,"[13, 75, 43, 43]","[1.61, 1.9, 1.9, 1.9]","[13, 7, 7, 7]","[3, 6, 5, 5]","[1.25, 1.35, 1.35, 1.35]",3.791269749
mp-1093864,AlRu2W,dataset/cif_files/mp-1093864.cif,"[13, 44, 44, 74]","[1.61, 2.2, 2.2, 2.36]","[13, 8, 8, 6]","[3, 5, 5, 6]","[1.25, 1.3, 1.3, 1.35]",3.322559924
mp-1097296,AlSnRu2,dataset/cif_files/mp-1097296.cif,"[13, 50, 44, 44]","[1.61, 1.96, 2.2, 2.2]","[13, 14, 8, 8]","[3, 5, 5, 5]","[1.25, 1.45, 1.3, 1.3]",2.727687154
mp-1097493,AlTc2Mo,dataset/cif_files/mp-1097493.cif,"[13, 43, 43, 42]","[1.61, 1.9, 1.9, 2.16]","[13, 7, 7, 6]","[3, 5, 5, 5]","[1.25, 1.35, 1.35, 1.45]",3.53890366
mp-631582,AlTc2Pb,dataset/cif_files/mp-631582.cif,"[13, 43, 43, 82]","[1.61, 1.9, 1.9, 2.33]","[13, 7, 7, 14]","[3, 5, 5, 6]","[1.25, 1.35, 1.35, 1.8]",0.50111172
mp-1097605,AlTc2W,dataset/cif_files/mp-1097605.cif,"[13, 43, 43, 74]","[1.61, 1.9, 1.9, 2.36]","[13, 7, 7, 6]","[3, 5, 5, 6]","[1.25, 1.35, 1.35, 1.35]",3.688698093
mp-1228827,AlV2Fe,dataset/cif_files/mp-1228827.cif,"[13, 23, 23, 26]","[1.61, 1.63, 1.63, 1.83]","[13, 5, 5, 8]","[3, 4, 4, 4]","[1.25, 1.35, 1.35, 1.4]",-0.133892152
mp-1096156,AlV2W,dataset/cif_files/mp-1096156.cif,"[13, 23, 23, 74]","[1.61, 1.63, 1.63, 2.36]","[13, 5, 5, 6]","[3, 4, 4, 6]","[1.25, 1.35, 1.35, 1.35]",4.142283629
mp-1262938,AlV2W,dataset/cif_files/mp-1262938.cif,"[13, 23, 23, 74]","[1.61, 1.63, 1.63, 2.36]","[13, 5, 5, 6]","[3, 4, 4, 6]","[1.25, 1.35, 1.35, 1.35]",3.720295381
mp-1228974,AlVCo,dataset/cif_files/mp-1228974.cif,"[13, 23, 27]","[1.61, 1.63, 1.88]","[13, 5, 9]","[3, 4, 4]","[1.25, 1.35, 1.35]",-0.110778453
mp-4955,AlVCo2,dataset/cif_files/mp-4955.cif,"[13, 23, 27, 27]","[1.61, 1.63, 1.88, 1.88]","[13, 5, 9, 9]","[3, 4, 4, 4]","[1.25, 1.35, 1.35, 1.35]",-0.447939702
mp-1096125,AlVCr2,dataset/cif_files/mp-1096125.cif,"[13, 23, 24, 24]","[1.61, 1.63, 1.66, 1.66]","[13, 5, 6, 6]","[3, 4, 4, 4]","[1.25, 1.35, 1.4, 1.4]",3.157587793
mp-1228804,AlVFe2,dataset/cif_files/mp-1228804.cif,"[13, 23, 26, 26]","[1.61, 1.63, 1.83, 1.83]","[13, 5, 8, 8]","[3, 4, 4, 4]","[1.25, 1.35, 1.4, 1.4]",-0.138654495
mp-1228816,AlVFe2,dataset/cif_files/mp-1228816.cif,"[13, 23, 26, 26]","[1.61, 1.63, 1.83, 1.83]","[13, 5, 8, 8]","[3, 4, 4, 4]","[1.25, 1.35, 1.4, 1.4]",-0.38128015
mp-5778,AlVFe2,dataset/cif_files/mp-5778.cif,"[13, 23, 26, 26]","[1.61, 1.63, 1.83, 1.83]","[13, 5, 8, 8]","[3, 4, 4, 4]","[1.25, 1.35, 1.4, 1.4]",-0.42876262
mp-961650,AlVNi,dataset/cif_files/mp-961650.cif,"[13, 23, 28]","[1.61, 1.63, 1.91]","[13, 5, 10]","[3, 4, 4]","[1.25, 1.35, 1.35]",0.356573097
mp-10899,AlVNi2,dataset/cif_files/mp-10899.cif,"[13, 23, 28, 28]","[1.61, 1.63, 1.91, 1.91]","[13, 5, 10, 10]","[3, 4, 4, 4]","[1.25, 1.35, 1.35, 1.35]",-0.392589291
mp-1228840,AlVNi2,dataset/cif_files/mp-1228840.cif,"[13, 23, 28, 28]","[1.61, 1.63, 1.91, 1.91]","[13, 5, 10, 10]","[3, 4, 4, 4]","[1.25, 1.35, 1.35, 1.35]",-0.385740334
mp-862700,AlVOs2,dataset/cif_files/mp-862700.cif,"[13, 23, 76, 76]","[1.61, 1.63, 2.2, 2.2]","[13, 5, 8, 8]","[3, 4, 6, 6]","[1.25, 1.35, 1.3, 1.3]",-0.60377356
mp-961668,AlVPt,dataset/cif_files/mp-961668.cif,"[13, 23, 78]","[1.61, 1.63, 2.28]","[13, 5, 10]","[3, 4, 6]","[1.25, 1.35, 1.35]",-0.13764821
mp-1093903,AlVRe2,dataset/cif_files/mp-1093903.cif,"[13, 23, 75, 75]","[1.61, 1.63, 1.9, 1.9]","[13, 5, 7, 7]","[3, 4, 6, 6]","[1.25, 1.35, 1.35, 1.35]",3.829786821
mp-1258362,AlVRe2,dataset/cif_files/mp-1258362.cif,"[13, 23, 75, 75]","[1.61, 1.63, 1.9, 1.9]","[13, 5, 7, 7]","[3, 4, 6, 6]","[1.25, 1.35, 1.35, 1.35]",3.885835636
mp-866001,AlVRu2,dataset/cif_files/mp-866001.cif,"[13, 23, 44, 44]","[1.61, 1.63, 2.2, 2.2]","[13, 5, 8, 8]","[3, 4, 5, 5]","[1.25, 1.35, 1.3, 1.3]",-0.730717903
mp-1095717,AlZnAu2,dataset/cif_files/mp-1095717.cif,"[13, 30, 79, 79]","[1.61, 1.65, 2.54, 2.54]","[13, 12, 11, 11]","[3, 4, 6, 6]","[1.25, 1.35, 1.35, 1.35]",0.759267865
mp-1096171,AlZnCo2,dataset/cif_files/mp-1096171.cif,"[13, 30, 27, 27]","[1.61, 1.65, 1.88, 1.88]","[13, 12, 9, 9]","[3, 4, 4, 4]","[1.25, 1.35, 1.35, 1.35]",2.23577355
mp-1095936,AlZnCu2,dataset/cif_files/mp-1095936.cif,"[13, 30, 29, 29]","[1.61, 1.65, 1.9, 1.9]","[13, 12, 11, 11]","[3, 4, 4, 4]","[1.25, 1.35, 1.35, 1.35]",1.431363133
mp-1183151,AlZnCu2,dataset/cif_files/mp-1183151.cif,"[13, 30, 29, 29]","[1.61, 1.65, 1.9, 1.9]","[13, 12, 11, 11]","[3, 4, 4, 4]","[1.25, 1.35, 1.35, 1.35]",-0.154224252
mp-862705,AlZnIr2,dataset/cif_files/mp-862705.cif,"[13, 30, 77, 77]","[1.61, 1.65, 2.2, 2.2]","[13, 12, 9, 9]","[3, 4, 6, 6]","[1.25, 1.35, 1.35, 1.35]",-0.693766981
mp-1093891,AlZnNi2,dataset/cif_files/mp-1093891.cif,"[13, 30, 28, 28]","[1.61, 1.65, 1.91, 1.91]","[13, 12, 10, 10]","[3, 4, 4, 4]","[1.25, 1.35, 1.35, 1.35]",1.811301873
mp-1097561,AlZnPd2,dataset/cif_files/mp-1097561.cif,"[13, 30, 46, 46]","[1.61, 1.65, 2.2, 2.2]","[13, 12, 10, 10]","[3, 4, 5, 5]","[1.25, 1.35, 1.4, 1.4]",1.195476845
mp-866033,AlZnRh2,dataset/cif_files/mp-866033.cif,"[13, 30, 45, 45]","[1.61, 1.65, 2.28, 2.28]","[13, 12, 9, 9]","[3, 4, 5, 5]","[1.25, 1.35, 1.35, 1.35]",-0.857528596
mp-1097642,Ba2AgAu,dataset/cif_files/mp-1097642.cif,"[56, 56, 47, 79]","[0.89, 0.89, 1.93, 2.54]","[2, 2, 11, 11]","[6, 6, 5, 6]","[2.15, 2.15, 1.6, 1.35]",0.831129162
mp-1183207,Ba2AgBi,dataset/cif_files/mp-1183207.cif,"[56, 56, 47, 83]","[0.89, 0.89, 1.93, 2.02]","[2, 2, 11, 15]","[6, 6, 5, 6]","[2.15, 2.15, 1.6, 1.6]",-0.657510308
mp-1093547,Ba2AgHg,dataset/cif_files/mp-1093547.cif,"[56, 56, 47, 80]","[0.89, 0.89, 1.93, 2]","[2, 2, 11, 12]","[6, 6, 5, 6]","[2.15, 2.15, 1.6, 1.5]",0.942912531
mp-1093824,Ba2AgPd,dataset/cif_files/mp-1093824.cif,"[56, 56, 47, 46]","[0.89, 0.89, 1.93, 2.2]","[2, 2, 11, 10]","[6, 6, 5, 5]","[2.15, 2.15, 1.6, 1.4]",0.874377267
mp-1095859,Ba2AlTl,dataset/cif_files/mp-1095859.cif,"[56, 56, 13, 81]","[0.89, 0.89, 1.61, 1.62]","[2, 2, 13, 13]","[6, 6, 3, 6]","[2.15, 2.15, 1.25, 1.9]",1.358400662
mp-631574,Ba2BeGa,dataset/cif_files/mp-631574.cif,"[56, 56, 4, 31]","[0.89, 0.89, 1.57, 1.81]","[2, 2, 2, 13]","[6, 6, 2, 4]","[2.15, 2.15, 1.05, 1.3]",0.385081369
mp-862947,Ba2BiAu,dataset/cif_files/mp-862947.cif,"[56, 56, 83, 79]","[0.89, 0.89, 2.02, 2.54]","[2, 2, 15, 11]","[6, 6, 6, 6]","[2.15, 2.15, 1.6, 1.35]",-0.865384862
mp-1093931,Ba2CdAg,dataset/cif_files/mp-1093931.cif,"[56, 56, 48, 47]","[0.89, 0.89, 1.69, 1.93]","[2, 2, 12, 11]","[6, 6, 5, 5]","[2.15, 2.15, 1.55, 1.6]",1.072896072
mp-1096555,Ba2CdGa,dataset/cif_files/mp-1096555.cif,"[56, 56, 48, 31]","[0.89, 0.89, 1.69, 1.81]","[2, 2, 12, 13]","[6, 6, 5, 4]","[2.15, 2.15, 1.55, 1.3]",1.119624933
